Libellé de la commune,Code de la commune,Nom de l'élu,Prénom de l'élu,Date de début du mandat
La Ferté-Beauharnais,41083,GUÉMON,Jean-Pierre,18/05/2020
La Ferté-Imbault,41084,GASSELIN,Isabelle,18/05/2020
La Ferté-Saint-Cyr,41085,THOMAS,Anne-Marie,18/05/2020
Fontaines-En-Sologne,41086,BARON,Gérard,18/05/2020
Fontaine-Les-Coteaux,41087,BRAEM,Philippe,18/05/2020
Fontaine-Raoul,41088,DE BEAUDIGNIES,Sibylle,18/05/2020
La Fontenelle,41089,VERDIER,Joel,18/05/2020
Fortan,41090,CASROUGE,Mickaël,18/05/2020
Fossé,41091,LANGE,Valéry,18/05/2020
Françay,41093,DABIN,Viviane,28/06/2020
Fresnes,41094,TORSET,Philippe,28/06/2020
Fréteval,41095,TRASSARD,Pascal,18/05/2020
Le Gault-Perche,41096,RICHETTE,Christelle,28/06/2020
Gièvres,41097,GILOT-LECLERC,Françoise,28/06/2020
Gombergean,41098,DEUX,Sylvie,18/05/2020
Gy-En-Sologne,41099,BAILLIEUL,Franck,18/05/2020
Les Hayes,41100,CORBEAU,Sylvain,18/05/2020
Herbault,41101,AUGÉ,Michèle,18/05/2020
Houssay,41102,NAUCHE,Cécilia,18/05/2020
Huisseau-En-Beauce,41103,FEDELE,Chantal,18/05/2020
Huisseau-Sur-Cosson,41104,DEBUIGNE,Joël,18/05/2020
Josnes,41105,BAUDOUIN,Catherine,18/05/2020
Lamotte-Beuvron,41106,BIOULAC,Pascal,18/05/2020
Lancé,41107,TRIMARDEAU,Yann,18/05/2020
Lancôme,41108,BOURGUEIL,Philippe,18/05/2020
Landes-Le-Gaulois,41109,PESCHARD,Eric,18/05/2020
Langon,41110,RETIF,Dominique,18/05/2020
Lassay-Sur-Croisne,41112,GAUTRY,François,18/05/2020
Lavardin,41113,FLEURY,Thierry,18/05/2020
Lestiou,41114,ALBARET,David,18/05/2020
Lignières,41115,COUTY,Patrice,18/05/2020
Lisle,41116,GOUET,Marylène,18/05/2020
Loreux,41118,HERISSET,Joël,18/05/2020
Lorges,41119,DENIS,Bruno,28/06/2020
Lunay,41120,CHARTRAIN,Michel,18/05/2020
La Madeleine-Villefrouin,41121,BECK,Antoine,18/05/2020
Maray,41122,THUÉ,Gérard,18/05/2020
Marchenoir,41123,CATALA,Julien,18/05/2020
Marcilly-En-Beauce,41124,SAUVÉ,Marie-Christine,18/05/2020
Marcilly-En-Gault,41125,THIBAULT,Agnès,18/05/2020
Mareuil-Sur-Cher,41126,GOINEAU,Annick,18/05/2020
La Marolle-En-Sologne,41127,FASSOT,Eric,18/05/2020
Marolles,41128,SOIRAT,Isabelle,18/05/2020
Maslives,41129,MONGELLA,Christine,17/10/2021
Maves,41130,LONQUEU,Astrid,18/05/2020
Mazangé,41131,BRIONNE,Patrick,18/05/2020
Méhers,41132,LIONS,Gilles,18/05/2020
Menars,41134,TOUZELET,Serge,18/05/2020
Mennetou-Sur-Cher,41135,THORIN,Christophe,18/05/2020
Mer,41136,ROBIN,Vincent,28/06/2020
Mesland,41137,GUETTARD,Philippe,18/05/2020
Meslay,41138,FOUSSARD,Jacky,18/05/2020
Meusnes,41139,GIBAULT,Patrick,27/02/2022
Millançay,41140,AGULHON,Philippe,18/05/2020
Moisy,41141,LAMÉ,Sixtine,28/06/2020
Valencisse,41142,CHARZAT,Gérard,18/05/2020
Mondoubleau,41143,THUILLIER,Jean-Claude,30/01/2022
Monteaux,41144,DAMBRINE,Philippe,28/06/2020
Monthou-Sur-Bièvre,41145,WARDEGA,Pierre,18/05/2020
Monthou-Sur-Cher,41146,MARINIER,Jean-François,18/05/2020
Les Montils,41147,DUCHALAIS,Alain,18/05/2020
Montlivault,41148,CHAUVEAU,Gérard,18/05/2020
Montoire-Sur-Le-Loir,41149,TAFILET,Arnaud,18/05/2020
Mont-Près-Chambord,41150,CLÉMENT,Gilles,18/05/2020
Montrichard Val De Cher,41151,HÉNAULT,Damien,18/05/2020
Montrieux-En-Sologne,41152,MORAND,Eric,18/05/2020
Montrouveau,41153,DOLBEAU,Yves,18/05/2020
Morée,41154,BOURGEOIS,Alain,18/05/2020
Muides-Sur-Loire,41155,JUSTINE,Christian,18/05/2020
Mulsans,41156,ARNOUX,Jean-Pierre,18/05/2020
Mur-De-Sologne,41157,VILLANUEVA,Yves,04/12/2022
Naveil,41158,MARTY ROYER,Magali,18/05/2020
Neung-Sur-Beuvron,41159,GIOT,Guillaume,18/05/2020
Neuvy,41160,MARION,Patrick,18/05/2020
Nouan-Le-Fuzelier,41161,LUNET,Patrick,18/05/2020
Nourray,41163,DHUY,Dominique,28/06/2020
Noyers-Sur-Cher,41164,SARTORI,Philippe,18/05/2020
Oisly,41166,GOMES RECCHIA,Cécile,18/05/2020
Veuzain-Sur-Loire,41167,OLAYA,Pierre,18/05/2020
Orçay,41168,DA FONTE,Christelle,28/06/2020
Oucques-La-Nouvelle,41171,NAUDIN,Joël,18/05/2020
Ouzouer-Le-Doyen,41172,BOUCHET,Robert,18/05/2020
Périgny,41174,LOISEAU,Jean-François,18/05/2020
Pezou,41175,SOLON,Pierre,18/05/2020
Pierrefitte-Sur-Sauldre,41176,COURRIOUX,Bernadette,28/06/2020
Le Plessis-Dorin,41177,GERNOT,Carol,18/05/2020
Le Plessis-L'Echelle,41178,DUMOULIN,Jean-Luc,18/05/2020
Le Poislay,41179,COIGNEAU,Séverine,18/05/2020
Pontlevoy,41180,BERTHAULT,Jean-Louis,18/05/2020
Pouillé,41181,GOUTX,Alain,18/05/2020
Pray,41182,GOUGÉ,Erick,18/05/2020
Prunay-Cassereau,41184,BARDET,Eric,18/05/2020
Pruniers-En-Sologne,41185,BERTRAND,Aurélien,18/05/2020
Rahart,41186,LEMAITRE,Caroline,18/05/2020
Renay,41187,DESHAYES,Guy,18/05/2020
Rhodon,41188,VROMMAN,Xavier,18/05/2020
Rilly-Sur-Loire,41189,MORESVE,Maryse,18/05/2020
Rocé,41190,CHEVALLIER,Régis,18/05/2020
Roches,41191,BEAUJOUAN,Philippe,18/05/2020
Les Roches-L'Evêque,41192,COLART,Philippe,18/05/2020
Romilly Du Perche,41193,VASSAUX,Régine,18/05/2020
Romorantin-Lanthenay,41194,LORGEOUX,Jeanny,28/06/2020
Rougeou,41195,JOULAN,Bénédite,18/05/2020
Ruan-Sur-Egvonne,41196,BRUNET,Alain,18/05/2020
Saint-Aignan,41198,CARNAT,Éric,18/05/2020
Saint-Amand-Longpré,41199,ROGER,Daniel,18/05/2020
Sainte-Anne,41200,ANTHEAUME,Laure,18/05/2020
Saint-Arnoult,41201,GAUTHIER,Laurent,18/05/2020
Saint-Bohaire,41203,PANNEQUIN,Bernard,18/05/2020
Saint-Claude-De-Diray,41204,ALLANIC,Laurent,18/05/2020
Saint-Cyr-Du-Gault,41205,FESNEAU,Michel,18/05/2020
Saint-Denis-Sur-Loire,41206,MENON,Patrick,18/05/2020
Saint-Dyé-Sur-Loire,41207,HEITZ,Didier,18/05/2020
Saint-Etienne-Des-Guérets,41208,VEE,Alain,18/05/2020
Saint-Firmin-Des-Prés,41209,ROUSSELET,Benoit,18/05/2020
Saint-Georges-Sur-Cher,41211,PAOLETTI,Jacques,18/05/2020
Saint-Gervais-La-Forêt,41212,CHAPPUIS,Jean-Noël,18/05/2020
Saint-Gourgon,41213,TOREAU,Christine,18/05/2020
Saint-Hilaire-La-Gravelle,41214,PENAIS,Rémi,28/06/2020
Saint-Jacques-Des-Guérets,41215,SAILLARD,Loïc,18/05/2020
Saint-Jean-Froidmentel,41216,BOREL,Laurent,18/05/2020
Saint-Julien-De-Chédon,41217,LEPLARD,Michel,18/05/2020
Saint-Julien-Sur-Cher,41218,SOURIOUX,Romain,18/05/2020
Saint-Laurent-Nouan,41220,LAURENT,Michel,28/06/2020
Saint-Léonard-En-Beauce,41221,CHANTEREAU,Yves,18/05/2020
Saint-Loup Sur Cher,41222,BARBÉ,Pierre,18/05/2020
Saint-Lubin-En-Vergonnois,41223,BOUSSIQUOT,Henry,18/05/2020
Saint-Marc-Du-Cor,41224,GAUTIER,Anne,18/05/2020
Saint-Martin-Des-Bois,41225,CORBEAU,David,18/05/2020
Saint-Ouen,41226,VAILLANT,Jeannine,18/05/2020
Saint-Rimay,41228,ROLLAND,Yves,18/05/2020
Saint-Romain-Sur-Cher,41229,TROTIGNON,Michel,18/05/2020
Saint-Sulpice De Pommeray,41230,LESIEUR,Denis,18/05/2020
Saint-Viâtre,41231,LÉONARD,Christian,18/05/2020
Salbris,41232,AVRIL,Alexandre,28/06/2020
Sambin,41233,VASSEUR,Guy,18/05/2020
Santenay,41234,PROT,Alain,18/05/2020
Sargé-Sur-Braye,41235,ROUSSEAU,Martine,18/05/2020
Sasnières,41236,GRANGER,Claire,18/05/2020
Sassay,41237,CHARLES-GUIMPIED,Jean-Pierre,18/05/2020
Savigny-Sur-Braye,41238,PRENANT,Joel,18/05/2020
Seigy,41239,PLAT,Françoise,18/05/2020
Selles-Saint-Denis,41241,LEROY,Stéphane,18/05/2020
Selles-Sur-Cher,41242,COCHETON,Stella,28/06/2020
Selommes,41243,FOUCHER-MAUPETIT,Claire,18/05/2020
Séris,41245,HUGUET,Philippe,18/05/2020
Seur,41246,BARROIS,Yves,18/05/2020
Soings-En-Sologne,41247,BIETTE,Bernard,18/05/2020
Couëtron-Au-Perche,41248,GRANGER,Jacques,18/05/2020
Souesmes,41249,DEZELU,Jean-Michel,18/05/2020
Sougé,41250,BONHOMME,Bernard,18/05/2020
Souvigny-En-Sologne,41251,MEERSSCHAUT,Chantal,18/05/2020
Suèvres,41252,DEJENTE,Frédéric,18/05/2020
Talcy,41253,BOURGOIN,Josiane,18/05/2020
Le Temple,41254,BOUHOURS,Dany,18/05/2020
Ternay,41255,HEUZÉ,Joël,18/05/2020
Theillay,41256,CHOPIN,Gérard,18/05/2020
Thésée,41258,CHARLUTEAU,Daniel,18/05/2020
Thoré-La-Rochette,41259,BENOIST,Thierry,18/05/2020
Thoury,41260,BARRAUD,Florence,18/05/2020
Tourailles,41261,RANDUINEAU,Michel,28/06/2020
Tour-En-Sologne,41262,DUCHET,Patrice,18/05/2020
Troo,41265,NEXON,Jean-Luc,18/05/2020
Valaire,41266,LE TROQUIER,Catherine,18/05/2020
Vallières-Les-Grandes,41267,LACROIX,Eric,28/06/2020
Veilleins,41268,D'ESPINAY SAINT LUC,François,18/05/2020
Vendôme,41269,BRILLARD,Laurent,18/05/2020
Vernou-En-Sologne,41271,DEGUINE,Nicolas,18/05/2020
Vievy-Le-Rayé,41273,BOUVIER,Jacques,18/05/2020
Villavard,41274,HOUDEBERT,Aimé,18/05/2020
La Ville-Aux-Clercs,41275,DUPRÉ,Bruno,18/05/2020
Villebarou,41276,MASSON,Philippe,18/05/2020
Villebout,41277,ALAZARD,Daniel,18/05/2020
Villechauve,41278,LAJOUX,Alain,18/05/2020
Villedieu-Le-Château,41279,VERITE,Alain,18/05/2020
Villefranche-Sur-Cher,41280,MARECHAL,Bruno,18/05/2020
Villefrancoeur,41281,MONTARU,Pierre,18/05/2020
Villeherviers,41282,BESSONNIER,Hubert,18/05/2020
Villemardy,41283,LEGUEREAU,Gilles,18/05/2020
Villeneuve-Frouville,41284,DE PUYMALY,Pierre,28/06/2020
Villeny,41285,CHEVALLIER,Hubert,18/05/2020
Villeporcher,41286,BOUCHET,Philippe,18/05/2020
Villerable,41287,LAURENCEAU,Marie-Pierre,18/05/2020
Villerbon,41288,MORETTI,Jean-Marc,18/05/2020
Villeromain,41290,COCHET,François,18/05/2020
Villetrun,41291,HUBERT,Anne-Marie,18/05/2020
Villexanton,41292,TERRIER,Guy,28/06/2020
Villiersfaux,41293,NORGUET,Sylvie,18/05/2020
Villiers-Sur-Loir,41294,PIGOREAU,Albert,18/05/2020
Vineuil,41295,FROMET,François,18/05/2020
Vouzon,41296,LAHAYE,Jean François,18/05/2020
Yvoy-Le-Marron,41297,LOMBARDI,Daniel,18/05/2020
Aboën,42001,JOUVE,Christian,18/05/2020
Ailleux,42002,FONTENILLE,Alban,18/05/2020
Ambierle,42003,MUZART,Pascal Félix,18/05/2020
Andrézieux-Bouthéon,42005,DRIOL,François,28/06/2020
Apinac,42006,CHRISTIN-LAFOND,Simone,18/05/2020
Arcinges,42007,GROSDENIS,Henri,18/05/2020
Arcon,42008,LAURENT,Christian,18/05/2020
Arthun,42009,GARDE,Jean Claude,28/06/2020
Aveizieux,42010,DARDOULLIER,Sylvain,18/05/2020
Balbigny,42011,DUPIN,Gilles,18/05/2020
Bard,42012,PÂQUET,Quentin,18/05/2020
Bellegarde-En-Forez,42013,LAFFONT,Jacques,18/05/2020
Belleroche,42014,CHIGNIER,Bernard,18/05/2020
Belmont-De-La-Loire,42015,MATRAY,Jean-Luc,18/05/2020
La Bénisson-Dieu,42016,GODINOT,Alain,18/05/2020
Le Bessat,42017,BENIERE,Henri,18/05/2020
Bessey,42018,ZILLIOX,Charles,18/05/2020
Boën-Sur-Lignon,42019,JOUANJAN,Anne,18/05/2020
Boisset-Lès-Montrond,42020,COURT,Claudine,18/05/2020
Boisset-Saint-Priest,42021,GAY,Andre,18/05/2020
Bonson,42022,DEVILLE,Thierry,18/05/2020
Bourg-Argental,42023,HEYRAUD,Stéphane,18/05/2020
Boyer,42025,GASDON,Christine,18/05/2020
Briennon,42026,FAYOLLE,Jean,18/05/2020
Bully,42027,MAYÈRE,Dominique,18/05/2020
Burdignes,42028,HEITZ,Philippe,18/05/2020
Bussières,42029,SUZAN,Georges,18/05/2020
Bussy-Albieux,42030,DERORY,Serge,18/05/2020
Caloire,42031,BOUDARD,Gilles,18/05/2020
Cellieu,42032,TARDIEU,Marc,18/05/2020
Le Cergne,42033,VAGINAY,Hélène,18/05/2020
Cervières,42034,SERET,Frédérique,18/05/2020
Cezay,42035,GIRY,Marie-Thérèse,18/05/2020
Chagnon,42036,CHAVE,Frédérique,18/05/2020
Chalain-D'Uzore,42037,GENEBRIER,Sylvie,18/05/2020
Chalain-Le-Comtal,42038,GUIOTTO,Alféo,18/05/2020
Chalmazel-Jeansagnière,42039,GOUTTEFARDE,Valéry,18/05/2020
La Chamba,42040,HALVICK,Valerie,28/06/2020
Chambéon,42041,MATHIEU,Patrick,28/06/2020
Chambles,42042,GIRAUD,Pierre,18/05/2020
Chamboeuf,42043,CHARBONNIER,André,18/05/2020
Le Chambon-Feugerolles,42044,FARA,David,18/05/2020
La Chambonie,42045,FORCHEZ,François,18/05/2020
Champdieu,42046,COUCHAUD,Patrice,18/05/2020
Champoly,42047,MEUNIER,Ingrid,18/05/2020
Chandon,42048,DURANTIN,Michel,18/05/2020
Changy,42049,GOUTORBE,Patricia,18/05/2020
La Chapelle-En-Lafaye,42050,MONTAGNE,Jean-Philippe,18/05/2020
La Chapelle-Villars,42051,BERLIOZ,Jacques,18/05/2020
Charlieu,42052,BERTHELIER,Bruno,18/05/2020
Châteauneuf,42053,LAGET,Bernard,18/05/2020
Châtelneuf,42054,PELARDY,Marc,28/06/2020
Chavanay,42056,MÉTRAL,Patrick,18/05/2020
Chazelles-Sur-Lavieu,42058,BRUN-JARRY,Christiane,28/06/2020
Chazelles-Sur-Lyon,42059,VERICEL,Pierre,18/05/2020
Chenereilles,42060,BOST,Roland,18/05/2020
Cherier,42061,LABOURÉ,Charles,18/05/2020
Chirassimont,42063,JUSSELME,Jean Paul,18/05/2020
Chuyer,42064,RICHARD,Béatrice,18/05/2020
Civens,42065,GUILLARME,Christophe,18/05/2020
Cleppé,42066,COUBLE,Simone,18/05/2020
Colombier,42067,VALLOT,Jean-Paul,18/05/2020
Combre,42068,ROSSETTI,Alain Gabriel,18/05/2020
Commelle-Vernay,42069,FRECHET,Daniel,18/05/2020
Cordelle,42070,CHATRE,Philippe,18/05/2020
Le Coteau,42071,CREUZET-TAITE,Sandra,18/05/2020
Cottance,42073,DE LEMPS,Jacques,18/05/2020
Coutouvre,42074,BOYER,Laurence,18/05/2020
Craintilleux,42075,THOMAS,Georges,18/05/2020
Cremeaux,42076,PONCET,Didier,18/05/2020
Croizet-Sur-Gand,42077,GERVAIS,Christian,28/06/2020
Le Crozet,42078,CHARGUEROS,Nicolas,18/05/2020
Cuinzier,42079,LAPALLUS,Marc,18/05/2020
Cuzieu,42081,RASCLE,Jean-François,18/05/2020
Dargoire,42083,JANDOT,Marc,18/05/2020
Solore-En-Forez,42084,GUILLIN,Dominique,01/01/2025
Doizieux,42085,PORCHEROT,Jean-Philippe,18/05/2020
Ecoche,42086,BUTAUD,Jean-Charles,18/05/2020
Ecotay-L'Olme,42087,GANDREY,Carine,18/05/2020
Epercieux-Saint-Paul,42088,GIROUD,Pierre,18/05/2020
Essertines-En-Châtelneuf,42089,JASLEIRE,Michel,18/05/2020
Essertines-En-Donzy,42090,PIGERON,Jérôme,18/05/2020
Estivareilles,42091,BARTHELEMY,Pierre,18/05/2020
L'Etrat,42092,MORAND,Yves,18/05/2020
Farnay,42093,BARRIER,Jean-Alain,18/05/2020
Feurs,42094,DARFEUILLE,Marianne,18/05/2020
Firminy,42095,LUYA,Julien,28/06/2020
Fontanès,42096,GANDILHON,Michel,18/05/2020
La Fouillouse,42097,BOUCHET,Patrick,18/05/2020
Fourneaux,42098,NEYRAND,Jean-François,18/05/2020
Fraisses,42099,BARAILLER,Christiane,18/05/2020
La Gimond,42100,GONON,Pascal Marie,18/05/2020
Graix,42101,ROYET,Philippe,18/05/2020
La Grand-Croix,42103,FRANÇOIS,Luc,18/05/2020
La Gresle,42104,DUGELET,Isabelle,18/05/2020
Grézieux-Le-Fromental,42105,TOURAND,Yannick,18/05/2020
Grézolles,42106,CLÉMENT,Françoise,18/05/2020
Gumières,42107,CASSULO,Christian,28/06/2020
L'Hôpital-Le-Grand,42108,DESTRAS,Christophe,18/05/2020
L'Horme,42110,BERTHEAS,Audrey,09/06/2024
Jarnosse,42112,LOMBARD,Jean-Marc,18/05/2020
Jas,42113,RODRIGUE,Marc,18/05/2020
Jonzieux,42115,CHARDON,Michel,18/05/2020
Juré,42116,ESPINASSE,Patrice,18/05/2020
Lavieu,42117,TRANCHANT,Bernard,18/05/2020
Lay,42118,GIRAUD,Jean-Marc,18/05/2020
Leigneux,42119,PFISTER,Marie-Gabrielle,18/05/2020
Lentigny,42120,POTET,Christophe,18/05/2020
Lérigneux,42121,MISSONNIER,Thierry,18/05/2020
Lézigneux,42122,ROMESTAING,Patrick,18/05/2020
Lorette,42123,TARDY,Gérard,13/05/2023
Lupé,42124,CHERIET,Farid,18/05/2020
Luré,42125,BARGE,Michel,18/05/2020
Luriecq,42126,LIMOUSIN,Alain,18/05/2020
Mably,42127,PEYRON,Eric,18/05/2020
Machézal,42128,FOURNEL,Béatrice,18/05/2020
Maclas,42129,BLANC,Hervé,18/05/2020
Magneux-Haute-Rive,42130,BONNEFOI,Roland,18/05/2020
Maizilly,42131,LEBEAU,Colette,18/05/2020
Malleval,42132,MARCHAL,Christelle,18/05/2020
Marcenod,42133,THIZY,Gilles,18/05/2020
Marcilly-Le-Châtel,42134,GOUBY,Thierry,18/05/2020
Marclopt,42135,EYRAUD,Catherine,18/05/2020
Marcoux,42136,VERDIER,Pierre,18/05/2020
Margerie-Chantagret,42137,BONCOMPAIN,Georges,18/05/2020
Marlhes,42139,CHORAIN,Jean-François,18/05/2020
Marols,42140,DUBOST,Daniel,18/05/2020
Mars,42141,VIODRIN,Jérôme,18/05/2020
Merle-Leignec,42142,AVRIL,René,18/05/2020
Mizérieux,42143,THOMAS,Laurent,18/05/2020
Montagny,42145,PEUILLON,Marcel,18/05/2020
Montarcher,42146,COUTANSON,Bernard,18/05/2020
Montbrison,42147,BAZILE,Christophe,18/05/2020
Montchal,42148,DENIS,Christian,18/05/2020
Montrond-Les-Bains,42149,PERCET,Serge,18/05/2020
Montverdun,42150,MATRAT,Martine,18/05/2020
Mornand-En-Forez,42151,FAYARD,Stéphanie,18/05/2020
Nandax,42152,SANDRI,Roger,18/05/2020
Neaux,42153,GIVRE,Dominique,18/05/2020
Néronde,42154,MONCELON,Gérard,18/05/2020
Nervieux,42155,BRUEL,Jérôme,18/05/2020
Neulise,42156,ROFFAT,Hubert,18/05/2020
Noailly,42157,MEUNIER,Patrick,18/05/2020
Les Noës,42158,RAPHAEL,Stéphane,18/05/2020
Noirétable,42159,DEGOUT,Julien,05/12/2021
Nollieux,42160,FLEURY,Maxime,18/05/2020
Notre-Dame-De-Boisset,42161,DOZANCE,David,18/05/2020
Ouches,42162,CHAMBOST,Yves,18/05/2020
La Pacaudière,42163,TRONCY,Jacques,18/05/2020
Palogneux,42164,BAROU,Gerard,18/05/2020
Panissières,42165,MOLLARD,Christian,18/05/2020
Parigny,42166,BRUYERE,Dominique,18/05/2020
Pavezin,42167,LECOCQ,Yves,18/05/2020
Pélussin,42168,DEVRIEUX,Michel,28/06/2020
Périgneux,42169,ROBIN,Michel,18/05/2020
Perreux,42170,BOIRE,Jean Yves,18/05/2020
Pinay,42171,BONADA,Henri Jean,18/05/2020
Planfoy,42172,LOUBET,Cédric,18/05/2020
Pommiers,42173,LELEU,Pascal,18/05/2020
Pouilly-Lès-Feurs,42175,DURON,Jean-Yves,18/05/2020
Pouilly-Les-Nonains,42176,MARTIN,Eric,18/05/2020
Pouilly-Sous-Charlieu,42177,JARSAILLON,Philippe,18/05/2020
Pradines,42178,BRUN,Charles,18/05/2020
Pralong,42179,GARBIL,Pierre,18/05/2020
Précieux,42180,REY,Monique,18/05/2020
Régny,42181,DAUVERGNE,Jean-François,18/05/2020
Renaison,42182,BELUZE,Laurent,18/05/2020
La Ricamarie,42183,BONNEFOY,Cyrille,18/05/2020
Riorges,42184,CHERVIN,Jean-Luc,18/05/2020
Rivas,42185,CHALAYER,Bruno,18/05/2020
Rive-De-Gier,42186,BONY,Vincent,28/06/2020
Roanne,42187,NICOLIN,Yves,18/05/2020
Roche-En-Forez,42188,MASSON,Christelle,28/06/2020
Roche-La-Molière,42189,BERLIVET,Eric,18/05/2020
Roisey,42191,ARIES,Philippe,18/05/2020
Rozier-Côtes-D'Aurec,42192,SARDAT,Jean-Marc,18/05/2020
Rozier-En-Donzy,42193,BERNE,Didier,18/05/2020
Sail-Les-Bains,42194,POURRET,Michel,18/05/2020
Sail-Sous-Couzan,42195,BOUCHARD,Stéphanie,18/05/2020
Sainte-Agathe-En-Donzy,42196,COASSY,Bruno,18/05/2020
Sainte-Agathe-La-Bouteresse,42197,DREVET,Pierre,18/05/2020
Saint-Alban-Les-Eaux,42198,DEVEDEUX,Pierre,28/06/2020
Saint-André-D'Apchon,42199,ROFFAT,Martine,18/05/2020
Saint-André-Le-Puy,42200,ACHARD,Jean,18/05/2020
Saint-Appolinard,42201,FLACHER,Annick,18/05/2020
Saint-Barthélemy-Lestra,42202,SIMONE,Pierre,18/05/2020
Saint-Bonnet-Des-Quarts,42203,DUPUIS,Christian,18/05/2020
Saint-Bonnet-Le-Château,42204,LEDIEU,Patrick,18/05/2020
Saint-Bonnet-Le-Courreau,42205,EPINAT,Joël,18/05/2020
Saint-Bonnet-Les-Oules,42206,FRANÇON,Guy,18/05/2020
Saint-Chamond,42207,DUGUA,Axel,18/05/2020
Saint-Christo-En-Jarez,42208,FAYOLLE,Pascal,18/05/2020
Sainte-Colombe-Sur-Gand,42209,DUPUY,Ghislaine,18/05/2020
Sainte-Croix-En-Jarez,42210,TORGUES,Daniel,18/05/2020
Saint-Cyprien,42211,ARCHER,Marc,28/06/2020
Saint-Cyr-De-Favières,42212,REULIER,Serge,18/05/2020
Saint-Cyr-De-Valorges,42213,GRATALOUP,Gilbert,18/05/2020
Saint-Cyr-Les-Vignes,42214,COURT,Gilles,18/05/2020
Saint-Denis-De-Cabanne,42215,VALORGE,René,18/05/2020
La Côte-Saint-Didier,42217,THEVENET,Elodie,10/01/2025
Saint-Etienne,42218,PERDRIAU,Gaël,28/06/2020
Saint-Etienne-Le-Molard,42219,JOURJON,Michelle,18/05/2020
Saint-Forgeux-Lespinasse,42220,AMBROISE,Jean-Marc,18/05/2020
Sainte-Foy-Saint-Sulpice,42221,MIOMANDRE,Mickaël,18/05/2020
Saint-Galmier,42222,DENIS,Philippe,28/06/2020
Saint-Genest-Lerpt,42223,JULIEN,Christian,18/05/2020
Saint-Genest-Malifaux,42224,DUCREUX,Vincent,18/05/2020
Genilac,42225,BARRIOL,Denis,18/05/2020
Saint-Georges-De-Baroille,42226,BOUTTET,Ludovic,18/05/2020
Saint-Georges-En-Couzan,42227,BUISSON,David,18/05/2020
Saint-Georges-Haute-Ville,42228,MILLET,Frédéric,18/05/2020
Saint-Germain-La-Montagne,42229,CROZET,Yves,18/05/2020
Saint-Germain-Laval,42230,RAYMOND,Jean-Claude,18/05/2020
Saint-Germain-Lespinasse,42231,COISSARD,Pierre,18/05/2020
Saint-Haon-Le-Châtel,42232,MAGNAUD,Gilbert,18/05/2020
Saint-Haon-Le-Vieux,42233,GOUTAUDIER,Gilles,18/05/2020
Saint-Héand,42234,CRAPART,Jean-Claude,18/05/2020
Saint-Hilaire-Cusson-La-Valmitte,42235,GIRODON,Nicole,18/05/2020
Saint-Hilaire-Sous-Charlieu,42236,LEBLANC,Florence,18/05/2020
Saint-Jean-Bonnefonds,42237,CHAVANNE,Marc,18/05/2020
Saint-Jean-La-Vêtre,42238,DAVAL-POMMIER,Jean-Luc,18/05/2020
Saint-Jean-Saint-Maurice-Sur-Loire,42239,SMITH,Jean,18/05/2020
Saint-Jean-Soleymieux,42240,CHOUVIER,Evelyne,18/05/2020
Saint-Jodard,42241,RORY,Dominique,18/05/2020
Saint-Joseph,42242,DUCRET,Fabrice,18/05/2020
Saint-Julien-D'Oddes,42243,BRAY,Christian,18/05/2020
Vêtre-Sur-Anzon,42245,DAVAL,Bertrand,28/06/2020
Saint-Julien-Molin-Molette,42246,ELIE,Céline,18/05/2020
Saint-Just-En-Bas,42247,DUCHAMPT,Paul,18/05/2020
Saint-Just-En-Chevalet,42248,BARLERIN,Emmanuelle,18/05/2020
Saint-Just-La-Pendue,42249,COQUARD,Romain,18/05/2020
Saint-Laurent-La-Conche,42251,POYADE,Jean-Luc,18/05/2020
Saint-Léger-Sur-Roanne,42253,BRAVO,Marie-Christine,18/05/2020
Saint-Marcel-De-Félines,42254,LAFOUGERE,Frédéric,18/05/2020
Saint-Marcel-D'Urfé,42255,CROZET,Guy,18/05/2020
Saint-Marcellin-En-Forez,42256,LARDON,Eric,18/05/2020
Saint-Martin-D'Estréaux,42257,ARANEO,Christine,28/06/2020
Saint-Martin-La-Plaine,42259,FAUCHET,Martial,18/05/2020
Saint-Martin-La-Sauveté,42260,DAVAL,Marius,18/05/2020
Saint-Martin-Lestra,42261,GRANDRIEUX,Yves,18/05/2020
Saint-Maurice-En-Gourgois,42262,BONNET,Bernard,18/05/2020
Saint-Médard-En-Forez,42264,DESHAYES,Sébastien,18/05/2020
Saint-Michel-Sur-Rhône,42265,POLETTI,Jean-Louis,18/05/2020
Saint-Nizier-De-Fornas,42266,SOULIER,Gilbert,18/05/2020
Saint-Nizier-Sous-Charlieu,42267,CHENAUD,Fabrice,18/05/2020
Vézelin-Sur-Loire,42268,BERNAT,Georges,18/05/2020
Saint-Paul-D'Uzore,42269,PALIARD,Rambert,28/06/2020
Saint-Paul-En-Cornillon,42270,FAYOLLE,Sylvie,18/05/2020
Saint-Paul-En-Jarez,42271,BOUCHOU,Kamel,18/05/2020
Saint-Pierre-De-Boeuf,42272,RAULT,Serge,18/05/2020
Saint-Pierre-La-Noaille,42273,AUBRET,Alain,18/05/2020
Saint-Polgues,42274,GARDANT,Josette,18/05/2020
Saint-Priest-En-Jarez,42275,SERVANT,Christian,18/05/2020
Saint-Priest-La-Prugne,42276,CAZORLA,Dominique,28/06/2020
